Reference, Quantity, Value, Footprint, Datasheet, MPN, Manufacturer
J101 ,1,"MMCX, plug","antennas:Molex-LLC-MMCX-EDGE-1.6mm-plug","https://www.molex.com/pdm_docs/sd/734150991_sd.pdf","0734150991","Molex"
